Hero,similarity
Reinhardt,0.9147078276762892
Zarya,0.8150657354349178
Ramattra,0.6533296634382966
Mercy,0.13008449216894263
Ana,-0.1662880069541881
Kiriko,-0.3317320272611147
Tracer,-0.4864974828105904
Hanzo,-0.5187190970147891
Genji,-0.6205100432397987
